Timestamp,Tiempo_Relativo_s,Estado_Sistema,Temp1_C,Temp2_C,Temp3_C,Caudal1_Lmin,Caudal2_Lmin,Volumen1_L,Volumen2_L,PWM1,PWM2,Duty1_%,Duty2_%,Modo1,Modo2,Error1,Error2
2025-12-08 16:39:03.230,1.490,DETENIDO,39.0,30.5,10.0,18.284,0.0,0.03,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:39:04.791,3.051,DETENIDO,39.0,30.5,10.0,1.08,0.0,0.059,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:39:06.354,4.613,DETENIDO,39.0,31.0,10.0,1.17,0.0,0.089,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:39:07.917,6.177,DETENIDO,39.0,31.0,10.0,1.081,0.0,0.117,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:39:09.487,7.747,DETENIDO,39.0,31.0,10.0,1.08,0.0,0.145,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:11.055,9.315,DETENIDO,39.0,31.0,10.0,1.076,0.0,0.173,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:12.624,10.883,DETENIDO,39.0,31.0,10.0,1.166,0.0,0.204,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:14.191,12.451,DETENIDO,39.0,31.0,10.0,0.987,0.0,0.23,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:15.761,14.021,DETENIDO,39.0,31.0,10.0,1.076,0.0,0.258,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:17.327,15.587,DETENIDO,39.0,31.0,10.0,1.076,0.0,0.286,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:18.898,17.158,DETENIDO,39.0,31.0,10.0,1.076,0.0,0.314,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:20.463,18.723,DETENIDO,39.0,31.0,10.0,0.987,0.0,0.34,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:22.078,20.338,DETENIDO,39.0,31.0,10.0,1.076,0.0,0.368,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:23.599,21.859,DETENIDO,39.0,31.0,10.0,0.987,0.0,0.394,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:25.171,23.430,DETENIDO,39.0,31.0,10.0,0.987,0.0,0.42,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-08 16:39:26.887,25.147,DETENIDO,39.0,31.5,10.0,0.987,0.0,0.445,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:28.309,26.569,DETENIDO,39.0,31.5,10.0,0.985,0.0,0.471,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:29.880,28.140,DETENIDO,39.0,31.5,10.0,0.984,0.0,0.497,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:31.577,29.837,DETENIDO,39.0,31.5,10.0,0.985,0.0,0.523,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:33.023,31.283,DETENIDO,39.0,31.5,10.0,0.896,0.0,0.546,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:34.595,32.855,DETENIDO,39.0,31.5,10.0,0.985,0.0,0.572,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:36.328,34.588,DETENIDO,39.0,31.5,10.0,0.984,0.0,0.598,0.0,200,180,78.4,70.6,AUTO,AUTO,0.000,0.000
2025-12-08 16:39:37.745,36.005,EN OPERACION,39.0,31.5,10.0,0.895,0.0,0.621,0.0,255,255,100.0,100.0,AUTO,AUTO,5.905,6.900
2025-12-08 16:39:39.315,37.575,EN OPERACION,39.0,31.5,10.0,6.952,6.417,0.804,0.169,255,255,100.0,100.0,AUTO,AUTO,-0.152,0.483
2025-12-08 16:39:41.059,39.319,EN OPERACION,39.0,31.5,10.0,7.69,7.153,1.006,0.356,255,255,100.0,100.0,AUTO,AUTO,-0.890,-0.253
2025-12-08 16:39:42.455,40.715,EN OPERACION,39.0,31.5,10.0,7.615,7.167,1.205,0.544,255,255,100.0,100.0,AUTO,AUTO,-0.815,-0.267
2025-12-08 16:39:44.024,42.284,EN OPERACION,39.0,31.5,10.0,7.709,7.171,1.406,0.731,255,255,100.0,100.0,AUTO,AUTO,-0.909,-0.271
2025-12-08 16:39:45.595,43.855,EN OPERACION,39.0,31.5,10.5,7.699,7.162,1.608,0.919,255,255,100.0,100.0,AUTO,AUTO,-0.899,-0.262
2025-12-08 16:39:47.166,45.426,EN OPERACION,39.0,31.5,11.0,7.525,7.256,1.805,1.109,253,255,99.2,100.0,AUTO,AUTO,-0.725,-0.356
2025-12-08 16:39:48.735,46.995,EN OPERACION,39.0,32.0,11.0,7.615,7.077,2.004,1.294,243,255,95.3,100.0,AUTO,AUTO,-0.815,-0.177
2025-12-08 16:39:50.305,48.565,EN OPERACION,39.0,32.0,11.5,7.615,6.898,2.203,1.474,226,255,88.6,100.0,AUTO,AUTO,-0.815,0.002
2025-12-08 16:39:51.875,50.135,EN OPERACION,39.0,32.0,11.5,7.53,6.275,2.4,1.639,205,255,80.4,100.0,AUTO,AUTO,-0.730,0.625
2025-12-08 16:39:53.447,51.707,EN OPERACION,39.0,31.5,12.0,7.525,5.733,2.597,1.789,179,255,70.2,100.0,AUTO,AUTO,-0.725,1.167
2025-12-08 16:39:55.014,53.274,EN OPERACION,39.0,31.5,12.0,7.615,5.017,2.797,1.92,144,255,56.5,100.0,AUTO,AUTO,-0.815,1.883
2025-12-08 16:39:56.583,54.843,EN OPERACION,39.0,31.5,12.5,7.525,4.21,2.993,2.03,106,255,41.6,100.0,AUTO,AUTO,-0.725,2.690
2025-12-08 16:39:58.153,56.413,EN OPERACION,39.0,31.5,13.0,7.53,3.137,3.19,2.112,62,255,24.3,100.0,AUTO,AUTO,-0.730,3.763
2025-12-08 16:39:59.724,57.984,EN OPERACION,39.0,31.0,13.0,7.53,1.882,3.387,2.161,12,255,4.7,100.0,AUTO,AUTO,-0.730,5.018
2025-12-08 16:40:01.291,59.551,EN OPERACION,39.0,31.0,13.0,7.435,0.538,3.582,2.175,0,255,0.0,100.0,AUTO,AUTO,-0.635,6.362
2025-12-08 16:40:02.860,61.120,EN OPERACION,39.0,31.0,13.0,7.53,0.717,3.779,2.194,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.183
2025-12-08 16:40:04.431,62.691,EN OPERACION,39.0,30.5,13.0,7.53,0.269,3.976,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.631
2025-12-08 16:40:06.017,64.277,EN OPERACION,39.0,30.5,13.0,7.53,0.0,4.173,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.900
2025-12-08 16:40:07.568,65.828,EN OPERACION,39.0,30.0,13.0,7.53,0.0,4.369,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.900
2025-12-08 16:40:09.137,67.397,EN OPERACION,39.0,30.5,13.0,7.53,0.0,4.566,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.900
2025-12-08 16:40:10.815,69.075,EN OPERACION,39.0,30.5,13.0,7.44,0.0,4.761,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.640,6.900
2025-12-08 16:40:12.276,70.535,EN OPERACION,39.0,30.0,12.5,7.535,0.0,4.958,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.735,6.900
2025-12-08 16:40:13.844,72.104,EN OPERACION,39.0,30.5,12.5,7.435,0.0,5.152,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.635,6.900
2025-12-08 16:40:15.572,73.832,EN OPERACION,39.0,30.5,12.5,7.53,0.0,5.349,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.730,6.900
2025-12-08 16:40:16.984,75.244,EN OPERACION,39.0,30.5,12.5,7.351,0.0,5.541,2.201,0,255,0.0,100.0,AUTO,AUTO,-0.551,6.900
2025-12-08 16:40:18.551,76.811,EN OPERACION,39.0,30.5,12.5,7.44,0.09,5.736,2.203,0,255,0.0,100.0,AUTO,AUTO,-0.640,6.810
2025-12-08 16:40:20.120,78.380,EN OPERACION,39.0,30.5,12.5,7.445,0.179,5.931,2.208,0,255,0.0,100.0,AUTO,AUTO,-0.645,6.721
2025-12-08 16:40:21.689,79.949,EN OPERACION,39.0,31.0,12.5,7.346,0.179,6.123,2.213,0,255,0.0,100.0,AUTO,AUTO,-0.546,6.721
2025-12-08 16:40:23.260,81.520,EN OPERACION,39.0,31.0,12.5,7.44,0.0,6.317,2.213,0,255,0.0,100.0,AUTO,AUTO,-0.640,6.900
2025-12-08 16:40:24.828,83.088,EN OPERACION,39.0,31.0,12.5,7.435,0.0,6.512,2.213,0,255,0.0,100.0,AUTO,AUTO,-0.635,6.900
2025-12-08 16:40:26.447,84.707,EN OPERACION,39.0,31.0,12.5,5.651,0.0,6.66,2.213,0,255,0.0,100.0,AUTO,AUTO,1.149,6.900
2025-12-08 16:40:27.966,86.226,EN OPERACION,39.0,31.5,12.5,5.289,0.0,6.798,2.213,0,255,0.0,100.0,AUTO,AUTO,1.511,6.900
2025-12-08 16:40:29.535,87.795,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,3.496,0.0,6.889,2.213,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:31.281,89.541,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,1.168,0.0,6.92,2.213,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:32.661,90.920,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.27,0.0,6.927,2.213,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:34.223,92.483,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.09,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:35.788,94.047,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:37.352,95.612,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:38.912,97.172,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:40.475,98.735,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:42.146,100.406,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:43.603,101.863,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:45.164,103.424,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:46.727,104.987,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:48.289,106.549,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:49.854,108.114,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:51.415,109.675,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:40:53.004,111.264,ESPERANDO TEMP (38.0 C),39.0,31.5,12.5,0.0,0.0,6.927,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
