Timestamp,Tiempo_Relativo_s,Estado_Sistema,Temp1_C,Temp2_C,Temp3_C,Caudal1_Lmin,Caudal2_Lmin,Volumen1_L,Volumen2_L,PWM1,PWM2,Duty1_%,Duty2_%,Modo1,Modo2,Error1,Error2
2025-12-08 16:33:45.542,1.491,DETENIDO,44.0,40.0,7.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:47.107,3.056,DETENIDO,44.0,40.0,7.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:48.674,4.623,DETENIDO,44.0,40.0,7.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:50.249,6.198,EN OPERACION,44.0,40.0,7.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:51.813,7.761,EN OPERACION,44.0,40.0,7.0,1.698,5.004,0.045,0.131,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:53.379,9.327,EN OPERACION,44.0,40.0,7.0,1.347,5.479,0.08,0.274,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:55.006,10.955,EN OPERACION,44.0,40.0,7.0,1.706,5.568,0.124,0.42,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:56.509,12.458,EN OPERACION,44.0,40.0,7.0,1.619,5.576,0.166,0.565,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-08 16:33:58.084,14.033,EN OPERACION,44.0,40.0,7.0,1.527,5.658,0.206,0.713,165,180,64.7,70.6,AUTO,MANUAL,-1.227,--
2025-12-08 16:33:59.884,15.832,EN OPERACION,44.0,40.0,7.0,1.343,4.655,0.241,0.835,139,180,54.5,70.6,AUTO,MANUAL,-0.643,--
2025-12-08 16:34:01.225,17.174,EN OPERACION,44.0,39.5,7.0,1.253,4.026,0.274,0.94,118,180,46.3,70.6,AUTO,MANUAL,-0.253,--
2025-12-08 16:34:02.770,18.718,EN OPERACION,44.0,-127.0,7.0,1.074,3.402,0.302,1.029,112,180,43.9,70.6,AUTO,MANUAL,0.326,--
2025-12-08 16:34:04.340,20.288,EN OPERACION,44.0,39.5,7.5,1.001,3.277,0.328,1.113,117,180,45.9,70.6,AUTO,MANUAL,0.699,--
2025-12-08 16:34:05.911,21.860,EN OPERACION,44.0,39.5,8.0,0.895,3.313,0.352,1.2,139,180,54.5,70.6,AUTO,MANUAL,1.105,--
2025-12-08 16:34:07.484,23.433,EN OPERACION,43.5,39.5,8.5,0.717,3.942,0.37,1.303,180,180,70.6,70.6,AUTO,MANUAL,1.483,--
2025-12-08 16:34:09.052,25.000,EN OPERACION,43.5,39.5,8.5,0.717,5.017,0.389,1.435,235,180,92.2,70.6,AUTO,MANUAL,1.583,--
2025-12-08 16:34:10.768,26.716,EN OPERACION,43.5,39.5,9.0,0.716,6.356,0.408,1.601,255,180,100.0,70.6,AUTO,MANUAL,1.684,--
2025-12-08 16:34:12.195,28.143,EN OPERACION,43.5,39.5,9.5,0.537,7.073,0.422,1.786,255,0,100.0,0.0,AUTO,AUTO,1.863,-6.973
2025-12-08 16:34:13.769,29.718,EN OPERACION,43.5,39.5,9.5,0.805,7.242,0.443,1.976,255,0,100.0,0.0,AUTO,AUTO,1.595,-2.542
2025-12-08 16:34:15.338,31.286,ESPERANDO TEMP (40.0 C),43.5,39.5,9.5,0.179,7.149,0.448,2.164,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:16.903,32.851,ESPERANDO TEMP (40.0 C),43.5,39.5,9.5,0.0,1.976,0.448,2.215,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:18.472,34.420,ESPERANDO TEMP (40.0 C),43.5,39.5,9.5,0.0,0.09,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:20.034,35.983,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:21.622,37.571,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:23.167,39.115,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:24.730,40.678,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:26.504,42.452,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-08 16:34:27.860,43.808,ESPERANDO TEMP (40.0 C),43.5,39.5,10.0,0.0,0.0,0.448,2.218,0,0,0.0,0.0,MANUAL,MANUAL,--,--
